Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
Marshall Munetsi,zw ZIM,"MF,FW",Wolves,28,1996,14,1078,77,31.5,12,12,84,9,2,35,0,1.64,1.5,0.92,0.58,0.58,1.43,1.34,1.22,0.13,0.13,0.74
Rodrigo Muniz,br BRA,FW,Fulham,23,2001,31,964,31,28.2,10.7,8,72,0,23,17,1,1.55,2.34,1.59,0.75,0.75,1.04,1.58,1.42,0.15,0.15,0.15
Daniel Muñoz,co COL,DF,Crystal Palace,28,1996,37,3228,87,94.4,35.9,37,87,33,0,,0,1.43,1.34,1.28,0.06,0.06,0.99,1.59,1.27,0.32,0.32,0.46
Arijanet Muric,xk KVX,GK,Ipswich Town,25,1998,18,1620,90,47.4,18,18,90,18,0,,8,0.67,0.94,1.83,-0.89,-0.89,0.61,0.97,1.96,-0.98,-0.98,0.05
Murillo,br BRA,DF,Nott'ham Forest,22,2002,36,3188,89,93.2,35.4,36,89,33,0,,0,1.69,1.41,1.24,0.17,0.17,-2.16,1.16,1.31,-0.14,-0.14,-0.79
Alex Murphy,ie IRL,DF,Newcastle Utd,20,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,
Jacob Murphy,eng ENG,FW,Newcastle Utd,29,1995,35,2360,67,69,26.2,31,72,6,4,30,2,1.69,2.06,1.18,0.88,0.88,1.05,1.87,1.06,0.81,0.81,1.06
Vitaliy Mykolenko,ua UKR,DF,Everton,25,1999,35,3082,88,90.1,34.2,35,88,33,0,,0,1.29,1.11,1.14,-0.03,-0.03,0.24,1.1,1.17,-0.07,-0.07,0.49
Amara Nallo,eng ENG,DF,Liverpool,17,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Iliman Ndiaye,sn SEN,FW,Everton,24,2000,33,2430,74,71.1,27,29,80,14,4,29,0,1.24,1.19,0.89,0.3,0.3,1.21,1.04,1.08,-0.04,-0.04,0.28
Wilfred Ndidi,ng NGA,MF,Leicester City,27,1996,28,2324,83,68,25.8,28,83,15,0,,0,0.79,0.93,1.86,-0.93,-0.93,0.96,0.8,1.87,-1.07,-1.07,-0.12
Sean Neave,eng ENG,FW,Newcastle Utd,17,2007,0,,,,,0,,0,0,,7,,,,,,,,,,,
Kosta Nedeljković,rs SRB,DF,Aston Villa,18,2005,5,126,25,3.7,1.4,0,,0,5,25,11,1.2,0,2.86,-2.86,-2.86,-3.16,1.36,1.5,-0.14,-0.13,-0.3
Benjamin Nelson,eng ENG,DF,Leicester City,20,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Reiss Nelson,eng ENG,FW,Arsenal,24,1999,1,3,3,0.1,0,0,,0,1,3,1,3,0,0,0,0,-0.92,0,0,0,0.1,-0.57
Reiss Nelson,eng ENG,FW,Fulham,24,1999,11,487,44,14.2,5.4,5,73,0,6,21,0,1.64,0.93,1.67,-0.74,-0.74,-0.86,1.41,1.15,0.26,0.26,0.25
Neto,br BRA,GK,Arsenal,35,1989,0,,,,,0,,0,0,,33,,,,,,,,,,,
Neto,br BRA,GK,Bournemouth,35,1989,2,180,90,5.3,2,2,90,2,0,,0,1,1,1,0,0,-0.33,1.75,1.45,0.25,0.25,-0.16
Pedro Neto,pt POR,FW,Chelsea,24,2000,35,2269,65,66.3,25.2,24,82,15,11,27,1,1.71,1.59,0.99,0.6,0.59,0.13,1.56,1.12,0.43,0.43,-0.32
Josh Nichols,eng ENG,DF,Arsenal,18,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,
Eddie Nketiah,eng ENG,FW,Arsenal,25,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
Eddie Nketiah,eng ENG,"FW,MF",Crystal Palace,25,1999,29,1034,36,30.2,11.5,9,77,2,20,17,2,1.52,1.3,1.48,-0.17,-0.17,-0.25,1.7,1.2,0.49,0.49,0.28
Christopher Nkunku,fr FRA,FW,Chelsea,26,1997,27,921,34,26.9,10.2,9,74,2,18,14,6,1.67,1.57,1.57,0,0,-0.76,2.08,1.57,0.52,0.51,-0.03
Gustavo Nunes,br BRA,"FW,MF",Brentford,18,2005,3,12,4,0.4,0.1,0,,0,3,4,4,2.33,0,20,-20,-15,-15.29,1,3,-2,-1.86,-1.96
Matheus Nunes,pt POR,"DF,MF",Manchester City,25,1998,26,1674,64,48.9,18.6,19,86,16,7,5,9,2.08,1.77,1.02,0.75,0.75,0.03,1.72,1.31,0.4,0.41,-0.26
Darwin Núñez,uy URU,FW,Liverpool,25,1999,30,1133,38,33.1,12.6,8,78,2,22,23,5,2.07,2.3,1.67,0.63,0.64,-0.82,2.16,1.32,0.84,0.84,-0.46
Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,17,2007,26,895,34,26.2,9.9,11,65,1,15,12,10,1.85,1.62,0.4,1.21,1.21,0.39,1.46,0.55,0.92,0.91,0.33
Trey Nyoni,eng ENG,MF,Liverpool,17,2007,0,,,,,0,,0,0,,4,,,,,,,,,,,
Christian Nørgaard,dk DEN,MF,Brentford,30,1994,34,2819,83,82.4,31.3,34,83,22,0,,0,1.59,1.76,1.44,0.32,0.32,0.47,1.61,1.4,0.21,0.21,0.66
Jake O'Brien,ie IRL,DF,Everton,23,2001,20,1571,79,45.9,17.5,17,90,16,3,15,17,1.4,1.37,0.97,0.4,0.4,0.84,1.27,1.04,0.23,0.23,0.64
Joe O'Brien-Whitmarsh,ie IRL,MF,Southampton,19,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mark O'Mahony,ie IRL,FW,Brighton,19,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Matt O'Riley,dk DEN,MF,Brighton,23,2000,21,938,45,27.4,10.4,11,68,0,10,19,3,1.48,1.63,1.92,-0.29,-0.29,-0.65,1.65,1.38,0.27,0.27,0.23
Dara O'Shea,ie IRL,DF,Ipswich Town,25,1999,35,3122,89,91.3,34.7,35,89,34,0,,1,0.6,0.98,2.16,-1.18,-1.18,0.33,0.94,1.88,-0.94,-0.94,0.76
Chidozie Obi-Martin,dk DEN,FW,Manchester Utd,16,2007,7,165,24,4.8,1.8,1,90,1,6,13,4,1.14,4.44,2.78,1.67,1.64,2,3.06,2,1.06,1.03,1.11
Wilson Odobert,fr FRA,"FW,MF",Tottenham,19,2004,16,850,53,24.9,9.4,9,77,3,7,23,0,0.88,0.96,2.13,-1.17,-1.16,-1.51,1.15,1.73,-0.59,-0.58,-0.61
Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27,1997,5,238,48,7,2.6,3,63,0,2,25,2,0.6,1.54,1.15,0.38,0.38,1.71,0.65,0.88,-0.23,-0.24,0.82
Wesley Okoduwa,eng ENG,FW,Wolves,16,2008,0,,,,,0,,0,0,,1,,,,,,,,,,,
Caleb Okoli,it ITA,DF,Leicester City,23,2001,19,1125,59,32.9,12.5,12,85,8,7,16,18,0.53,1.2,2.08,-0.88,-0.88,0.53,0.94,2.16,-1.22,-1.21,-0.27
Robin Olsen,se SWE,GK,Aston Villa,34,1990,4,226,57,6.6,2.5,1,90,1,3,45,26,0.75,0.8,2.4,-1.6,-1.59,-1.9,1,2.2,-1.16,-1.17,-1.42
Callum Olusesi,eng ENG,MF,Tottenham,17,2007,0,,,,,0,,0,0,,14,,,,,,,,,,,
Andrew Omobamidele,ie IRL,DF,Nott'ham Forest,22,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
Amadou Onana,be BEL,MF,Aston Villa,22,2001,26,1617,62,47.3,18,20,74,7,6,24,2,1.77,1.39,1.28,0.11,0.11,-0.14,1.34,1.3,0.04,0.04,-0.21
André Onana,cm CMR,GK,Manchester Utd,28,1996,34,3060,90,89.5,34,34,90,34,0,,0,1.15,1.12,1.29,-0.18,-0.18,0.82,1.33,1.38,-0.04,-0.04,-0.11
Paul Onuachu,ng NGA,FW,Southampton,30,1994,25,1050,42,30.7,11.7,11,72,4,14,19,3,0.36,0.94,2.22,-1.28,-1.29,0.42,0.9,2.01,-1.11,-1.12,0.37
Frank Onyeka,ng NGA,MF,Brentford,26,1998,2,25,13,0.7,0.3,0,,0,2,13,0,1.5,0,0,0,0,-0.24,0,2.33,-2.33,-2.48,-2.59
Lewis Orford,eng ENG,MF,West Ham,18,2006,2,49,25,1.4,0.5,0,,0,2,25,3,0,0,2,-2,-1.84,-1.44,1.2,2.4,-1.2,-1.08,-0.76
Stefan Ortega,de GER,GK,Manchester City,31,1992,13,1100,85,32.2,12.2,12,90,12,1,20,25,1.69,1.89,1.48,0.41,0.41,-0.48,1.57,1.56,0.01,0.01,-0.78
William Osula,dk DEN,FW,Newcastle Utd,20,2003,14,134,10,3.9,1.5,0,,0,14,10,24,1.29,0.67,2,-1.33,-1.34,-1.97,1.6,2.2,-0.6,-0.63,-1.16
Dango Ouattara,bf BFA,FW,Bournemouth,22,2002,32,2005,63,58.6,22.3,21,81,7,11,27,0,1.56,1.61,1.03,0.58,0.58,0.65,1.61,1.4,0.21,0.21,-0.48
Salah Oulad M'Hand,nl NED,MF,Arsenal,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Nico O’Reilly,eng ENG,DF,Manchester City,19,2005,9,528,59,15.4,5.9,6,82,4,3,13,21,2.56,2.03,0.51,1.53,1.53,0.94,1.88,0.93,0.97,0.97,0.51
Alex Palmer,eng ENG,GK,Ipswich Town,27,1996,13,1170,90,34.2,13,13,90,13,0,,0,0.46,1,2.31,-1.31,-1.31,-0.15,0.87,1.82,-0.95,-0.95,0.09
Cole Palmer,eng ENG,"MF,FW",Chelsea,22,2002,37,3191,86,93.3,35.5,36,88,26,1,32,0,1.86,1.77,1.15,0.62,0.62,1.01,1.83,1.24,0.58,0.58,0.65
Emerson Palmieri,it ITA,DF,West Ham,29,1994,31,2113,68,61.8,23.5,26,77,7,5,24,4,1.16,1.36,1.74,-0.38,-0.38,0.1,1.19,1.58,-0.39,-0.39,-0.14
Lucas Paquetá,br BRA,"MF,FW",West Ham,26,1997,33,2380,72,69.6,26.4,27,82,16,6,29,1,0.94,1.29,1.89,-0.61,-0.61,-0.61,1.09,1.63,-0.54,-0.54,-0.67
Thomas Partey,gh GHA,"MF,DF",Arsenal,31,1993,35,2797,80,81.8,31.1,31,88,25,4,19,2,1.91,1.67,0.96,0.71,0.71,-1.17,1.41,0.97,0.43,0.43,-1.31
Nathan Patterson,sct SCO,DF,Everton,22,2001,10,347,35,10.1,3.9,3,73,0,7,18,18,1.2,1.03,1.54,-0.51,-0.52,-0.52,0.9,1.13,-0.23,-0.24,-0.14
Myles Peart-Harris,eng ENG,MF,Brentford,21,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Andreas Pereira,br BRA,MF,Fulham,28,1996,33,2013,61,58.9,22.4,25,74,3,8,22,2,1.39,1.38,1.43,-0.04,-0.04,-0.11,1.31,1.21,0.1,0.1,0.13
Ricardo Pereira,pt POR,DF,Leicester City,30,1993,10,388,39,11.3,4.3,4,68,0,6,19,8,0.5,0.7,1.86,-1.16,-1.16,0.09,0.72,1.63,-0.91,-0.9,0.15
Kalvin Phillips,eng ENG,MF,Ipswich Town,28,1995,19,1237,65,36.2,13.7,14,82,6,5,19,6,0.68,0.88,2.12,-1.24,-1.24,-0.04,0.72,1.95,-1.23,-1.23,-0.34
Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,22,2002,11,332,30,9.7,3.7,2,78,1,9,20,3,1.64,0.54,1.35,-0.81,-0.81,-1.1,1.27,1.27,0,-0.01,-0.18
Jaden Philogene Bidace,eng ENG,"FW,DF",Ipswich Town,22,2002,10,474,47,13.9,5.3,5,81,2,5,14,1,0.4,0.57,3.21,-2.64,-2.66,-1.68,0.85,1.79,-0.92,-0.94,0.08
Jordan Pickford,eng ENG,GK,Everton,30,1994,38,3420,90,100,38,38,90,38,0,,0,1.26,1.11,1.16,-0.05,-0.05,,1.1,1.22,-0.12,-0.12,
Ethan Pinnock,jm JAM,DF,Brentford,31,1993,22,1913,87,55.9,21.3,21,90,20,1,31,9,1.5,1.88,1.64,0.23,0.24,0,1.47,1.59,-0.11,-0.11,-0.47
Daniel Podence,pt POR,"MF,FW",Wolves,28,1995,2,48,24,1.4,0.5,0,,0,2,24,0,0,0,4,-4,-3.75,-3.4,0.6,1.6,-1,-0.93,-0.56
Alfie Pond,eng ENG,DF,Wolves,20,2004,1,1,1,0,0,0,,0,1,1,7,3,0,0,0,0,0.39,0,0,0,0,0.38
Nick Pope,eng ENG,GK,Newcastle Utd,32,1992,28,2520,90,73.7,28,28,90,28,0,,3,1.61,1.61,1.25,0.36,0.36,-0.74,1.56,1.24,0.32,0.32,-0.62
Pedro Porro,es ESP,DF,Tottenham,24,1999,33,2610,79,76.3,29,28,89,24,5,26,5,1.12,1.86,1.62,0.24,0.24,1.13,1.68,1.73,-0.06,-0.05,0.27
Jack Porter,eng ENG,GK,Arsenal,16,2008,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jarell Quansah,eng ENG,DF,Liverpool,21,2003,13,495,38,14.5,5.5,4,79,3,9,20,25,2.08,2.36,2.18,0.18,0.18,-1.17,1.87,1.87,0,-0.01,-1.35
Samuel Rak-Sakyi,eng ENG,MF,Chelsea,19,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Aaron Ramsdale,eng ENG,GK,Arsenal,26,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,
Aaron Ramsdale,eng ENG,GK,Southampton,26,1998,30,2700,90,78.9,30,30,90,30,0,,0,0.37,0.7,2.2,-1.5,-1.5,0.38,0.83,2.16,-1.33,-1.33,0.21
Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23,2001,29,1623,56,47.5,18,19,68,2,10,34,0,1.79,1.39,1.44,-0.06,-0.06,-0.46,1.37,1.33,0.04,0.04,-0.22
Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,26,1997,15,978,65,28.6,10.9,12,74,4,3,31,1,1.27,1.38,0.83,0.55,0.55,1.14,1.39,1.33,0.06,0.06,0.13
Marcus Rashford,eng ENG,FW,Aston Villa,26,1997,10,444,44,13,4.9,4,68,0,6,29,0,2,1.43,1.22,0.2,0.2,0.02,1.82,1.41,0.41,0.41,0.29
David Raya,es ESP,GK,Arsenal,28,1995,38,3420,90,100,38,38,90,38,0,,0,1.95,1.82,0.89,0.92,0.92,,1.58,0.91,0.67,0.67,
Harrison Reed,eng ENG,MF,Fulham,29,1995,12,108,9,3.2,1.2,0,,0,12,9,14,1.75,0.83,2.5,-1.67,-1.67,-1.72,1.08,3.83,-2.75,-2.96,-3.1
Remy Rees-Dottin,eng ENG,FW,Bournemouth,18,2006,1,1,1,0,0,0,,0,1,1,6,3,0,0,0,0,-0.32,0,0,0,0,-0.41
Sergio Reguilón,es ESP,DF,Tottenham,27,1996,4,196,49,5.7,2.2,1,73,0,3,41,10,0.25,0,1.36,-1.36,-1.38,-1.43,1.09,1.09,0,-0.01,0.11
Vitor Reis,br BRA,DF,Manchester City,18,2006,1,1,1,0,0,0,,0,1,1,8,3,0,0,0,0,-0.74,0,0,0,0,-0.54
Chadi Riad,ma MAR,DF,Crystal Palace,21,2003,1,90,90,2.6,1,1,90,1,0,,5,0,0,2,-2,-2,-2.05,1.3,1.4,0,-0.01,-0.32
Declan Rice,eng ENG,MF,Arsenal,25,1999,35,2825,81,82.6,31.4,33,84,23,2,23,1,1.91,1.78,0.89,0.89,0.89,-0.17,1.55,0.85,0.7,0.7,0.17
Chris Richards,us USA,DF,Crystal Palace,24,2000,24,1922,80,56.2,21.4,22,87,18,2,6,5,1.54,1.4,1.45,-0.05,-0.05,-0.11,1.77,1.36,0.41,0.41,0.26
Richarlison,br BRA,FW,Tottenham,27,1997,15,504,34,14.7,5.6,4,72,1,11,20,2,0.93,1.96,1.61,0.36,0.36,0.45,1.5,1.3,0.18,0.18,0.35
Andrew Robertson,sct SCO,DF,Liverpool,30,1994,33,2482,75,72.6,27.6,29,82,16,4,29,5,2.27,2.54,1.12,1.41,1.41,0.84,2.21,0.99,1.22,1.22,0.27
Antonee Robinson,us USA,DF,Fulham,26,1997,36,3167,88,92.6,35.2,35,90,34,1,19,0,1.42,1.39,1.39,0,0,0,1.27,1.26,0.01,0.01,-0.48
Jay Robinson,eng ENG,"MF,FW",Southampton,17,2007,4,137,34,4,1.5,1,78,0,3,20,1,0,0.67,1.33,-0.67,-0.66,0.96,1.07,2.13,-1.07,-1.08,0.3
Kaden Rodney,eng ENG,"DF,MF",Crystal Palace,19,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Rodri,es ESP,MF,Manchester City,28,1996,3,73,24,2.1,0.8,1,20,0,2,27,2,2.33,2.5,1.25,1.25,1.23,0.51,2.75,0.37,2.37,2.36,1.86
Guido Rodríguez,ar ARG,MF,West Ham,30,1994,23,1149,50,33.6,12.8,16,69,3,7,5,13,1.43,1.48,1.48,0,0,0.63,1.37,1.61,-0.24,-0.25,0.13
Mads Roerslev,dk DEN,DF,Brentford,25,1999,19,1101,58,32.2,12.2,11,88,9,8,16,4,1.21,1.56,1.64,-0.08,-0.08,-0.47,1.65,1.73,-0.08,-0.08,-0.26
Morgan Rogers,eng ENG,"FW,MF",Aston Villa,22,2002,37,3114,84,91.1,34.6,37,84,19,0,,0,1.7,1.5,1.16,0.35,0.35,1.82,1.48,1.26,0.23,0.23,0.78
Cristian Romero,ar ARG,DF,Tottenham,26,1998,18,1416,79,41.4,15.7,18,79,13,0,,3,1.11,1.72,1.4,0.32,0.32,0.59,1.72,1.22,0.5,0.5,1.06
John Ruddy,eng ENG,GK,Newcastle Utd,37,1986,0,,,,,0,,0,0,,8,,,,,,,,,,,
Carl Rushworth,eng ENG,GK,Brighton,23,2001,0,,,,,0,,0,0,,14,,,,,,,,,,,
Georginio Rutter,fr FRA,"MF,FW",Brighton,22,2002,28,1656,59,48.4,18.4,19,76,3,9,24,0,1.57,1.74,1.58,0.16,0.16,-0.04,1.47,1.48,-0.02,-0.01,-0.24
José Sá,pt POR,GK,Wolves,31,1993,29,2609,90,76.3,29,29,90,28,0,,4,1.31,1.45,1.66,-0.21,-0.21,0.79,1.21,1.45,-0.23,-0.23,0.62
Dominic Sadi,eng ENG,MF,Bournemouth,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Bukayo Saka,eng ENG,"FW,MF",Arsenal,22,2001,25,1729,69,50.6,19.2,20,79,7,5,32,0,1.96,1.98,1.09,0.89,0.88,-0.07,1.81,0.92,0.9,0.9,0.46
Mohamed Salah,eg EGY,FW,Liverpool,32,1992,38,3371,89,98.6,37.5,38,89,29,0,,0,2.21,2.27,1.07,1.2,1.2,1.2,2.18,1.02,1.16,1.16,1.05
William Saliba,fr FRA,DF,Arsenal,23,2001,35,3039,87,88.9,33.8,35,87,32,0,,0,1.97,1.83,0.8,1.04,1.04,1.04,1.6,0.88,0.72,0.72,0.48
Imari Samuels,eng ENG,DF,Brighton,21,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Ishé Samuels-Smith,eng ENG,DF,Chelsea,18,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,
Robert Sánchez,es ESP,GK,Chelsea,26,1997,32,2880,90,84.2,32,32,90,32,0,,6,1.88,1.63,1.06,0.56,0.56,0.06,1.68,1.2,0.48,0.48,-0.39
Jadon Sancho,eng ENG,FW,Chelsea,24,2000,31,1764,57,51.6,19.6,19,76,7,12,27,1,1.84,1.79,1.22,0.56,0.56,0.02,1.82,1.2,0.62,0.62,0.16
Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,26,1997,13,590,45,17.3,6.6,7,72,1,6,14,5,1.46,1.67,0.91,0.76,0.76,0.54,1.44,1.24,0.2,0.2,0.36
Pablo Sarabia,es ESP,"MF,FW",Wolves,32,1992,23,814,35,23.8,9,7,63,0,16,23,7,1.25,1.56,2.11,-0.56,-0.55,-0.21,1.32,1.74,-0.41,-0.41,-0.04
Jeremy Sarmiento,ec ECU,MF,Brighton,22,2002,1,9,9,0.3,0.1,0,,0,1,9,0,3,10,0,10,10,9.84,1,0,1,0.68,0.57
Ismaila Sarr,sn SEN,MF,Crystal Palace,26,1998,38,2711,71,79.3,30.1,30,84,13,8,22,0,1.39,1.4,1.3,0.1,0.1,0.48,1.69,1.26,0.43,0.43,0.63
Sávio,br BRA,"FW,MF",Manchester City,20,2004,29,1766,61,51.6,19.6,21,79,7,8,13,7,1.69,1.63,1.28,0.36,0.36,-0.79,1.84,1.07,0.77,0.77,0.49
Oliver Scarles,eng ENG,"DF,FW",West Ham,18,2005,15,665,44,19.4,7.4,7,70,2,8,22,6,1.13,0.81,1.22,-0.41,-0.41,0.02,1.12,1.34,-0.22,-0.22,0.14
Dane Scarlett,eng ENG,"FW,MF",Tottenham,20,2004,3,34,11,1,0.4,0,,0,3,11,3,2,7.5,2.5,5,5.29,5.37,1.5,2,-0.5,-0.65,-0.54
Kevin Schade,de GER,FW,Brentford,22,2001,38,2293,60,67,25.5,26,79,6,12,21,0,1.47,1.76,1.33,0.43,0.43,0.59,1.64,1.19,0.45,0.45,1.09
Fabian Schär,ch SUI,DF,Newcastle Utd,32,1991,34,2934,86,85.8,32.6,33,88,29,1,45,0,1.65,1.78,1.29,0.49,0.49,-0.44,1.69,1.13,0.56,0.56,0.53
Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,31,1992,12,103,9,3,1.1,0,,0,12,9,12,0.75,1.82,2.73,-0.91,-0.87,-0.9,1.91,1.64,0.27,0.29,-0.01
Alex Scott,eng ENG,MF,Bournemouth,20,2003,20,755,38,22.1,8.4,8,59,0,12,24,1,1.35,1.19,0.95,0.24,0.24,-0.1,1.43,1.19,0.23,0.23,-0.23
Matz Sels,be BEL,GK,Nott'ham Forest,32,1992,38,3420,90,100,38,38,90,38,0,,0,1.71,1.53,1.21,0.32,0.32,,1.2,1.29,-0.09,-0.09,
Nélson Semedo,pt POR,DF,Wolves,30,1993,34,2886,85,84.4,32.1,32,88,21,2,34,0,1.24,1.53,1.53,0,0,2.53,1.14,1.47,-0.33,-0.33,0.32
Antoine Semenyo,gh GHA,FW,Bournemouth,24,2000,37,3203,87,93.7,35.6,36,88,28,1,26,0,1.43,1.49,1.15,0.34,0.34,0.34,1.62,1.23,0.39,0.39,-0.25
Marcos Senesi,ar ARG,DF,Bournemouth,27,1997,17,1106,65,32.3,12.3,13,80,7,4,17,4,1.47,1.54,1.38,0.16,0.16,-0.23,1.89,1.17,0.72,0.72,0.46
Ryan Sessegnon,eng ENG,"FW,DF",Fulham,24,2000,16,580,36,17,6.4,7,73,1,9,7,16,1.56,2.03,1.56,0.47,0.47,0.56,1.45,1.27,0.2,0.19,0.18
Tommy Setford,eng ENG,GK,Arsenal,18,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,
Leo Shahar,eng ENG,DF,Newcastle Utd,17,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,
Luke Shaw,eng ENG,DF,Manchester Utd,29,1995,7,349,50,10.2,3.9,4,67,1,3,28,1,0.71,0.77,1.28,-0.51,-0.52,-0.28,1.13,1,0.15,0.15,0.2
Martin Sherif,nl NED,FW,Everton,18,2006,0,,,,,0,,0,0,,7,,,,,,,,,,,
Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19,2005,1,1,1,0,0,0,,0,1,1,7,3,0,0,0,0,-0.32,0.2,0,0.2,14.02,13.62
Bernardo Silva,pt POR,"MF,FW",Manchester City,29,1994,33,2670,81,78.1,29.7,29,90,28,4,15,5,1.79,1.65,1.21,0.44,0.44,-1.36,1.65,1.31,0.34,0.34,-0.9
Jota Silva,pt POR,"FW,MF",Nott'ham Forest,24,1999,31,854,28,25,9.5,5,68,0,26,20,6,1.71,1.68,1.68,0,0,-0.42,1.57,1.33,0.25,0.25,0.45
Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18,2006,2,30,15,0.9,0.3,0,,0,2,15,7,1.5,0,0,0,0,-0.32,0.33,1,-0.67,-0.53,-0.45
Freddie Simmonds,eng ENG,DF,Brighton,16,2008,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,18,2005,2,96,48,2.8,1.1,1,90,1,1,6,8,0.5,0.91,1.82,-0.91,-0.94,-1.72,2,2.09,-0.18,-0.14,-0.7
Luis Sinisterra,co COL,"FW,MF",Bournemouth,25,1999,12,236,20,6.9,2.6,1,62,0,11,16,1,1.25,1.92,1.54,0.38,0.38,0.07,2.5,1.5,1,0.98,0.62
Oliver Skipp,eng ENG,MF,Leicester City,23,2000,24,1129,47,33,12.5,10,74,3,14,28,11,0.79,0.96,2.08,-1.12,-1.12,0.18,0.9,2.03,-1.13,-1.13,-0.14
Jacob Slater,ie IRL,DF,Brighton,19,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Cieran Slicker,sct SCO,GK,Ipswich Town,21,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
William Smallbone,ie IRL,MF,Southampton,24,2000,18,690,38,20.2,7.7,6,72,2,12,21,2,0.22,0.52,2.86,-2.34,-2.35,-0.96,0.91,2.44,-1.53,-1.54,-0.21
Adam Smith,eng ENG,DF,Bournemouth,33,1991,25,1590,64,46.5,17.7,19,75,7,6,28,1,1.48,1.41,1.02,0.4,0.4,0.15,1.68,1.07,0.61,0.61,0.38
Emile Smith Rowe,eng ENG,MF,Fulham,24,2000,34,2043,60,59.7,22.7,25,73,0,9,24,0,1.38,1.28,1.23,0.04,0.04,0.11,1.3,1.1,0.2,0.2,0.38
Dominic Solanke,eng ENG,FW,Tottenham,26,1997,27,2201,82,64.4,24.5,25,86,18,2,21,1,0.89,1.84,1.76,0.08,0.08,0.3,1.65,1.66,-0.01,-0.01,0.3
Carlos Soler,es ESP,"MF,FW",West Ham,27,1997,31,1409,45,41.2,15.7,14,67,1,17,28,2,1.16,1.02,1.59,-0.57,-0.57,-0.26,1.07,1.8,-0.73,-0.73,-0.67
Julio Soler,ar ARG,"DF,FW",Bournemouth,19,2005,3,11,4,0.3,0.1,0,,0,3,4,10,2,10,10,0,0,-0.32,3,1,2,2.03,1.62
Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,24,1999,19,295,16,8.6,3.3,1,67,0,18,13,13,1.58,0.91,1.52,-0.61,-0.61,-1.01,1.06,1.39,-0.3,-0.31,-0.24
Tomáš Souček,cz CZE,MF,West Ham,29,1995,35,2567,73,75.1,28.5,30,81,20,5,27,1,1.23,1.33,1.54,-0.21,-0.21,0.84,1.32,1.52,-0.2,-0.2,0.53
Boubakary Soumaré,fr FRA,MF,Leicester City,25,1999,31,2171,70,63.5,24.1,25,83,19,6,15,4,0.65,0.71,2.16,-1.45,-1.45,-0.59,0.82,1.9,-1.08,-1.08,-0.13
Djed Spence,eng ENG,DF,Tottenham,23,2000,25,1792,72,52.4,19.9,19,89,17,6,16,8,1.08,1.66,1.96,-0.3,-0.3,-0.58,1.42,1.77,-0.36,-0.36,-0.5
Jay Stansfield,eng ENG,MF,Fulham,21,2002,1,1,1,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0.7,-0.7,-59.86,-59.93
Jason Steele,eng ENG,GK,Brighton,33,1990,2,180,90,5.3,2,2,90,2,0,,24,3,2.5,0.5,2,2,1.92,1.75,0.95,0.8,0.82,0.75
Jack Stephens,eng ENG,DF,Southampton,30,1994,19,1389,73,40.6,15.4,17,81,12,2,6,4,0.53,0.52,1.82,-1.3,-1.3,0.48,0.82,2.02,-1.19,-1.19,0.31
Raheem Sterling,eng ENG,"FW,MF",Arsenal,29,1994,17,499,29,14.6,5.5,7,56,0,10,11,12,2,2.18,0.73,1.45,1.44,0.61,1.65,0.75,0.91,0.9,0.27
